,Ram,Battery,Display,Price,company,Inbuilt_memory,fast_charging,Screen_resolution,Processor,Processor_name,rear,front,no_of_sim,Is_5G
1297,4.0,5500,6.56,12990,Honor,128,22.5,480 x 960,Octa Core,Helio,50,5,Dual Sim,No
1298,8.0,5000,6.81,16999,Honor,128,66.0,1080 x 2400,Octa Core,Snapdragon,48,16,Dual Sim,Yes
1299,8.0,4500,6.7,17990,Honor,128,35.0,1080 x 2400,Octa Core,Snapdragon,108,50,Dual Sim,No
1300,12.0,4500,6.7,18990,Honor,256,35.0,1080 x 2400,Octa Core,Dimensity,108,8,Dual Sim,Yes
1301,6.0,4000,6.7,16999,Honor,128,22.5,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,No
1302,8.0,4500,6.7,17990,Honor,256,35.0,1080 x 2400,Octa Core,Dimensity,100,8,Dual Sim,Yes
1303,8.0,4000,6.7,17990,Honor,128,40.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
1304,8.0,4000,6.7,18990,Honor,128,40.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
1305,8.0,5000,6.7,25499,Honor,256,66.0,1260 x 2800,Octa Core,Snapdragon,200,50,Dual Sim,Yes
1306,8.0,6000,6.78,21999,Honor,256,35.0,1260 x 2800,Octa Core,Snapdragon,108,16,Dual Sim,Yes
1307,8.0,4500,6.67,24990,Honor,128,66.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
1308,8.0,4500,6.7,24990,Honor,256,35.0,1080 x 2400,Octa Core,Dimensity,100,16,Dual Sim,Yes
1309,12.0,6000,6.78,23999,Honor,256,35.0,1260 x 2800,Octa Core,Snapdragon,108,8,Dual Sim,Yes
1310,4.0,5500,6.8,21990,Honor,128,18.0,1080 x 2400,Octa Core,Dimensity,108,8,Dual Sim,Yes
1311,8.0,5000,6.7,24990,Honor,256,66.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1312,6.0,5500,6.67,23990,Honor,128,40.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
1313,8.0,4500,7.09,24990,Honor,128,67.0,1080 x 2400,Octa Core,Dimensity,64,8,Dual Sim,Yes
1314,8.0,5000,6.7,39999,Nothing,128,45.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
1315,8.0,5000,6.6,7319,Itel,128,18.0,480 x 960,Octa Core,Unisoc,50,8,Dual Sim,No
1316,8.0,5000,6.6,10999,Itel,128,18.0,480 x 960,Octa Core,Helio,108,8,Dual Sim,No
1317,6.0,5000,6.6,10749,Itel,128,18.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1318,4.0,5000,6.6,10489,Itel,64,18.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1319,8.0,5000,6.67,10999,Itel,256,45.0,480 x 960,Octa Core,Unisoc,50,16,Dual Sim,No
1320,8.0,5000,6.78,14499,Itel,256,18.0,1080 x 2400,Octa Core,Tiger,50,32,Dual Sim,No
1321,4.0,5000,6.5,8799,Lava,128,18.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1322,8.0,5000,6.5,9799,Lava,128,18.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1323,8.0,5000,6.58,9990,Lava,128,33.0,480 x 960,Octa Core,Dimensity,50,16,Dual Sim,Yes
1324,8.0,5000,6.5,7999,Lava,128,18.0,480 x 960,Octa Core,Tiger,50,8,Dual Sim,No
1325,6.0,5000,6.5,9099,Lava,128,18.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1326,4.0,5000,6.5,9999,Lava,64,18.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1327,4.0,5000,6.5,6999,Lava,64,18.0,480 x 960,Octa Core,Unisoc,13,5,Dual Sim,No
1328,4.0,5000,6.5,7299,Lava,128,18.0,480 x 960,Octa Core,Unisoc,13,5,Dual Sim,No
1329,8.0,5000,6.5,8346,Lava,128,18.0,480 x 960,Octa Core,Tiger,50,8,Dual Sim,No
1330,4.0,5000,6.5,6999,Lava,64,10.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
1331,6.0,5000,6.7,8990,Lava,128,33.0,480 x 960,Octa Core,Helio,48,16,Dual Sim,No
1332,6.0,5000,6.6,8499,Lava,128,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1333,4.0,5000,6.56,6999,Lava,64,18.0,480 x 960,Octa Core,Unisoc,13,5,Dual Sim,No
1334,8.0,5000,6.5,9999,Lava,128,18.0,480 x 960,Octa Core,Tiger,50,8,Dual Sim,No
1335,6.0,5000,6.5,7949,Lava,128,18.0,480 x 960,Octa Core,Tiger,13,8,Dual Sim,No
1336,6.0,5000,6.5,8499,Lava,128,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1337,3.0,5000,6.6,7990,Lava,64,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
1338,4.0,5000,6.5,6999,Lava,64,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
1339,4.0,4000,6.51,9999,Lava,64,7.5,480 x 960,Octa Core,Helio,50,16,Dual Sim,No
1340,6.0,4500,6.7,23990,Coolpad,128,18.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
1341,2.0,3000,6.0,7990,TCL,32,10.0,1080 x 2400,Octa Core,Helio,5,2,Dual Sim,No
1342,4.0,5500,6.75,9990,TCL,64,10.0,480 x 960,Octa Core,Helio,50,5,Dual Sim,No
1343,2.0,3000,6.0,7999,TCL,32,18.0,480 x 960,Quad Core,Helio,8,5,Dual Sim,No
1344,4.0,5000,6.6,9990,TCL,64,10.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1345,2.0,5000,6.6,8999,TCL,32,10.0,480 x 960,Octa Core,Octa,13,8,Dual Sim,No
1346,3.0,3000,6.0,8990,TCL,32,10.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
1347,3.0,3000,6.1,7990,TCL,32,18.0,480 x 960,Quad Core,Helio,13,8,Dual Sim,No
1348,2.0,5000,6.6,10999,TCL,32,10.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,Yes
1349,8.0,5500,6.6,13999,TCL,128,18.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1350,4.0,5500,6.6,13990,TCL,64,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1351,4.0,5000,6.78,13999,TCL,128,33.0,1080 x 2400,Octa Core,Helio,50,8,Dual Sim,No
1352,4.0,5000,6.75,12990,TCL,128,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1353,4.0,5500,6.75,13990,TCL,128,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1354,4.0,4500,6.52,14990,TCL,64,18.0,480 x 960,Octa Core,Dimensity,13,8,Dual Sim,Yes
1355,4.0,5000,6.56,13990,TCL,64,18.0,480 x 960,Octa Core,Dimensity,13,8,Dual Sim,Yes
1356,6.0,5000,6.82,14499,TCL,64,18.0,480 x 960,Octa Core,Helio,50,13,Dual Sim,No
1357,6.0,5000,6.8,19990,TCL,128,33.0,1260 x 2800,Octa Core,Dimensity,50,16,Dual Sim,No
1358,6.0,5500,6.6,15990,TCL,128,33.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1359,8.0,5500,6.78,17999,TCL,256,33.0,1080 x 2400,Octa Core,Helio,50,32,Dual Sim,No
1360,4.0,5000,6.56,15990,TCL,64,18.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1361,4.0,4000,6.81,19990,TCL,128,18.0,1080 x 2400,Octa Core,Dimensity,50,13,Dual Sim,Yes
1362,4.0,5000,6.6,18999,TCL,64,15.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
1363,8.0,5000,6.8,24990,TCL,128,33.0,1260 x 2800,Octa Core,Dimensity,50,16,Dual Sim,No
1364,6.0,5000,6.6,23990,TCL,256,18.0,480 x 960,Octa Core,Dimensity,50,16,Dual Sim,Yes
1365,6.0,5000,6.6,22499,TCL,256,15.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
